split,image_id,method,method_label,perturbation,clean_object_f1,object_f1,absolute_object_f1_drop,relative_object_f1_drop,clean_precision,precision,precision_drop,clean_recall,recall,recall_drop,clean_absolute_count_error,absolute_count_error,absolute_count_error_delta,true_instances,pred_instances,false_positives,false_negatives
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,otsu_watershed,Otsu + watershed,gaussian_noise,0.8519,0.614,0.2378,0.2792,0.807,0.5556,0.2515,0.902,0.6863,0.2157,6,12,6,51,63,28,16
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,otsu_watershed,Otsu + watershed,poisson_noise,0.8519,0.7692,0.0826,0.097,0.807,0.6818,0.1252,0.902,0.8824,0.0196,6,15,9,51,66,21,6
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,otsu_watershed,Otsu + watershed,gaussian_blur,0.8519,0.8868,-0.0349,-0.041,0.807,0.8545,-0.0475,0.902,0.9216,-0.0196,6,4,-2,51,55,8,4
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,otsu_watershed,Otsu + watershed,downsample_upsample,0.8519,0.9615,-0.1097,-0.1288,0.807,0.9434,-0.1364,0.902,0.9804,-0.0784,6,2,-4,51,53,3,1
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,otsu_watershed,Otsu + watershed,intensity_scale,0.8519,0.8519,0.0,0.0,0.807,0.807,0.0,0.902,0.902,0.0,6,6,0,51,57,11,5
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,otsu_watershed,Otsu + watershed,contrast_inversion,0.8519,0.789,0.0629,0.0738,0.807,0.7414,0.0656,0.902,0.8431,0.0588,6,7,1,51,58,15,8
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,otsu_watershed,Otsu + watershed,clean,0.2558,0.2558,0.0,0.0,0.1833,0.1833,0.0,0.4231,0.4231,0.0,34,34,0,26,60,49,15
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,otsu_watershed,Otsu + watershed,gaussian_noise,0.2558,0.1037,0.1521,0.5946,0.1833,0.0642,0.1191,0.4231,0.2692,0.1538,34,83,49,26,109,102,19
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,otsu_watershed,Otsu + watershed,poisson_noise,0.2558,0.1228,0.133,0.5199,0.1833,0.0795,0.1038,0.4231,0.2692,0.1538,34,62,28,26,88,81,19
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,otsu_watershed,Otsu + watershed,gaussian_blur,0.2558,0.2766,-0.0208,-0.0812,0.1833,0.1912,-0.0078,0.4231,0.5,-0.0769,34,42,8,26,68,55,13
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,otsu_watershed,Otsu + watershed,downsample_upsample,0.2558,0.2667,-0.0109,-0.0424,0.1833,0.1875,-0.0042,0.4231,0.4615,-0.0385,34,38,4,26,64,52,14
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,otsu_watershed,Otsu + watershed,intensity_scale,0.2558,0.2558,0.0,0.0,0.1833,0.1833,0.0,0.4231,0.4231,0.0,34,34,0,26,60,49,15
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,otsu_watershed,Otsu + watershed,contrast_inversion,0.2558,0.2174,0.0384,0.1502,0.1833,0.1515,0.0318,0.4231,0.3846,0.0385,34,40,6,26,66,56,16
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,otsu_watershed,Otsu + watershed,clean,0.3938,0.3938,0.0,0.0,0.3486,0.3486,0.0,0.4524,0.4524,0.0,25,25,0,84,109,71,46
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,otsu_watershed,Otsu + watershed,gaussian_noise,0.3938,0.3163,0.0775,0.1967,0.3486,0.2768,0.0718,0.4524,0.369,0.0833,25,28,3,84,112,81,53
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,otsu_watershed,Otsu + watershed,poisson_noise,0.3938,0.2286,0.1652,0.4195,0.3486,0.1905,0.1581,0.4524,0.2857,0.1667,25,42,17,84,126,102,60
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,otsu_watershed,Otsu + watershed,gaussian_blur,0.3938,0.3743,0.0195,0.0494,0.3486,0.3398,0.0088,0.4524,0.4167,0.0357,25,19,-6,84,103,68,49
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,otsu_watershed,Otsu + watershed,downsample_upsample,0.3938,0.4494,-0.0557,-0.1413,0.3486,0.4255,-0.0769,0.4524,0.4762,-0.0238,25,10,-15,84,94,54,44
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,otsu_watershed,Otsu + watershed,intensity_scale,0.3938,0.3938,0.0,0.0,0.3486,0.3486,0.0,0.4524,0.4524,0.0,25,25,0,84,109,71,46
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,otsu_watershed,Otsu + watershed,contrast_inversion,0.3938,0.4167,-0.0229,-0.0581,0.3486,0.3704,-0.0217,0.4524,0.4762,-0.0238,25,24,-1,84,108,68,44
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,otsu_watershed,Otsu + watershed,clean,0.1739,0.1739,0.0,0.0,0.1081,0.1081,0.0,0.4444,0.4444,0.0,28,28,0,9,37,33,5
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,otsu_watershed,Otsu + watershed,gaussian_noise,0.1739,0.08,0.0939,0.54,0.1081,0.0488,0.0593,0.4444,0.2222,0.2222,28,32,4,9,41,39,7
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,otsu_watershed,Otsu + watershed,poisson_noise,0.1739,0.0357,0.1382,0.7946,0.1081,0.0213,0.0868,0.4444,0.1111,0.3333,28,38,10,9,47,46,8
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,otsu_watershed,Otsu + watershed,gaussian_blur,0.1739,0.15,0.0239,0.1375,0.1081,0.0968,0.0113,0.4444,0.3333,0.1111,28,22,-6,9,31,28,6
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,otsu_watershed,Otsu + watershed,downsample_upsample,0.1739,0.15,0.0239,0.1375,0.1081,0.0968,0.0113,0.4444,0.3333,0.1111,28,22,-6,9,31,28,6
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,otsu_watershed,Otsu + watershed,intensity_scale,0.1739,0.1739,0.0,0.0,0.1081,0.1081,0.0,0.4444,0.4444,0.0,28,28,0,9,37,33,5
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,otsu_watershed,Otsu + watershed,contrast_inversion,0.1739,0.1333,0.0406,0.2333,0.1081,0.0833,0.0248,0.4444,0.3333,0.1111,28,27,-1,9,36,33,6
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,otsu_watershed,Otsu + watershed,clean,0.8136,0.8136,0.0,0.0,0.8889,0.8889,0.0,0.75,0.75,0.0,5,5,0,32,27,3,8
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,otsu_watershed,Otsu + watershed,gaussian_noise,0.8136,0.7869,0.0267,0.0328,0.8889,0.8276,0.0613,0.75,0.75,0.0,5,3,-2,32,29,5,8
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,otsu_watershed,Otsu + watershed,poisson_noise,0.8136,0.7937,0.0199,0.0245,0.8889,0.8065,0.0824,0.75,0.7812,-0.0312,5,1,-4,32,31,6,7
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,otsu_watershed,Otsu + watershed,gaussian_blur,0.8136,0.6429,0.1707,0.2098,0.8889,0.75,0.1389,0.75,0.5625,0.1875,5,8,3,32,24,6,14
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,otsu_watershed,Otsu + watershed,downsample_upsample,0.8136,0.6429,0.1707,0.2098,0.8889,0.75,0.1389,0.75,0.5625,0.1875,5,8,3,32,24,6,14
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,otsu_watershed,Otsu + watershed,intensity_scale,0.8136,0.8136,0.0,0.0,0.8889,0.8889,0.0,0.75,0.75,0.0,5,5,0,32,27,3,8
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,otsu_watershed,Otsu + watershed,contrast_inversion,0.8136,0.8136,0.0,0.0,0.8889,0.8889,0.0,0.75,0.75,0.0,5,5,0,32,27,3,8
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,otsu_watershed,Otsu + watershed,clean,0.4225,0.4225,0.0,0.0,0.3061,0.3061,0.0,0.6818,0.6818,0.0,27,27,0,22,49,34,7
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,otsu_watershed,Otsu + watershed,gaussian_noise,0.4225,0.1915,0.231,0.5468,0.3061,0.125,0.1811,0.6818,0.4091,0.2727,27,50,23,22,72,63,13
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,otsu_watershed,Otsu + watershed,poisson_noise,0.4225,0.2564,0.1661,0.3932,0.3061,0.1786,0.1276,0.6818,0.4545,0.2273,27,34,7,22,56,46,12
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,otsu_watershed,Otsu + watershed,gaussian_blur,0.4225,0.5161,-0.0936,-0.2215,0.3061,0.4,-0.0939,0.6818,0.7273,-0.0455,27,18,-9,22,40,24,6
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,otsu_watershed,Otsu + watershed,downsample_upsample,0.4225,0.5152,-0.0926,-0.2192,0.3061,0.3864,-0.0802,0.6818,0.7727,-0.0909,27,22,-5,22,44,27,5
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,otsu_watershed,Otsu + watershed,intensity_scale,0.4225,0.4225,0.0,0.0,0.3061,0.3061,0.0,0.6818,0.6818,0.0,27,27,0,22,49,34,7
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,otsu_watershed,Otsu + watershed,contrast_inversion,0.4225,0.4,0.0225,0.0533,0.3061,0.2917,0.0145,0.6818,0.6364,0.0455,27,26,-1,22,48,34,8
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,otsu_watershed,Otsu + watershed,clean,0.4703,0.4703,0.0,0.0,0.3541,0.3541,0.0,0.7,0.7,0.0,127,127,0,130,257,166,39
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,otsu_watershed,Otsu + watershed,gaussian_noise,0.4703,0.2452,0.2251,0.4786,0.3541,0.1783,0.1758,0.7,0.3923,0.3077,127,156,29,130,286,235,79
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,otsu_watershed,Otsu + watershed,poisson_noise,0.4703,0.3342,0.1361,0.2894,0.3541,0.2491,0.105,0.7,0.5077,0.1923,127,135,8,130,265,199,64
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,otsu_watershed,Otsu + watershed,gaussian_blur,0.4703,0.489,-0.0187,-0.0398,0.3541,0.3803,-0.0263,0.7,0.6846,0.0154,127,104,-23,130,234,145,41
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,otsu_watershed,Otsu + watershed,downsample_upsample,0.4703,0.4706,-0.0003,-0.0006,0.3541,0.3607,-0.0066,0.7,0.6769,0.0231,127,114,-13,130,244,156,42
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,otsu_watershed,Otsu + watershed,intensity_scale,0.4703,0.4703,0.0,0.0,0.3541,0.3541,0.0,0.7,0.7,0.0,127,127,0,130,257,166,39
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,otsu_watershed,Otsu + watershed,contrast_inversion,0.4703,0.4571,0.0131,0.0279,0.3541,0.3451,0.009,0.7,0.6769,0.0231,127,125,-2,130,255,167,42
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,otsu_watershed,Otsu + watershed,clean,0.1386,0.1386,0.0,0.0,0.1144,0.1144,0.0,0.1759,0.1759,0.0,107,107,0,199,306,271,164
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,otsu_watershed,Otsu + watershed,gaussian_noise,0.1386,0.2161,-0.0775,-0.5589,0.1144,0.1401,-0.0257,0.1759,0.4724,-0.2965,107,472,365,199,671,577,105
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,otsu_watershed,Otsu + watershed,poisson_noise,0.1386,0.1291,0.0095,0.0685,0.1144,0.0888,0.0255,0.1759,0.2362,-0.0603,107,330,223,199,529,482,152
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,otsu_watershed,Otsu + watershed,gaussian_blur,0.1386,0.1218,0.0168,0.1209,0.1144,0.1047,0.0097,0.1759,0.1457,0.0302,107,78,-29,199,277,248,170
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,otsu_watershed,Otsu + watershed,downsample_upsample,0.1386,0.1437,-0.0051,-0.0368,0.1144,0.1192,-0.0048,0.1759,0.1809,-0.005,107,103,-4,199,302,266,163
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,otsu_watershed,Otsu + watershed,intensity_scale,0.1386,0.1386,0.0,0.0,0.1144,0.1144,0.0,0.1759,0.1759,0.0,107,107,0,199,306,271,164
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,otsu_watershed,Otsu + watershed,contrast_inversion,0.1386,0.1943,-0.0557,-0.4021,0.1144,0.1499,-0.0355,0.1759,0.2764,-0.1005,107,168,61,199,367,312,144
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,otsu_watershed,Otsu + watershed,clean,0.3303,0.3303,0.0,0.0,0.2118,0.2118,0.0,0.75,0.75,0.0,61,61,0,24,85,67,6
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,otsu_watershed,Otsu + watershed,gaussian_noise,0.3303,0.1077,0.2226,0.6739,0.2118,0.066,0.1457,0.75,0.2917,0.4583,61,82,21,24,106,99,17
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,otsu_watershed,Otsu + watershed,poisson_noise,0.3303,0.2095,0.1208,0.3656,0.2118,0.1358,0.076,0.75,0.4583,0.2917,61,57,-4,24,81,70,13
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,otsu_watershed,Otsu + watershed,gaussian_blur,0.3303,0.3048,0.0255,0.0772,0.2118,0.1975,0.0142,0.75,0.6667,0.0833,61,57,-4,24,81,65,8
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,otsu_watershed,Otsu + watershed,downsample_upsample,0.3303,0.3137,0.0165,0.0501,0.2118,0.2051,0.0066,0.75,0.6667,0.0833,61,54,-7,24,78,62,8
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,otsu_watershed,Otsu + watershed,intensity_scale,0.3303,0.3303,0.0,0.0,0.2118,0.2118,0.0,0.75,0.75,0.0,61,61,0,24,85,67,6
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,otsu_watershed,Otsu + watershed,contrast_inversion,0.3303,0.243,0.0873,0.2643,0.2118,0.1566,0.0551,0.75,0.5417,0.2083,61,59,-2,24,83,70,11
stage1_train_clean20_subset,00071198d059ba7f5914a526d124d28e6d010c92466da21d4a04cd5413362552,cellpose_cpsam,Cellpose-SAM,clean,0.8085,0.8085,0.0,0.0,0.95,0.95,0.0,0.7037,0.7037,0.0,7,7,0,27,20,1,8
stage1_train_clean20_subset,00071198d059ba7f5914a526d124d28e6d010c92466da21d4a04cd5413362552,cellpose_cpsam,Cellpose-SAM,gaussian_noise,0.8085,0.766,0.0426,0.0526,0.95,0.9,0.05,0.7037,0.6667,0.037,7,7,0,27,20,2,9
stage1_train_clean20_subset,00071198d059ba7f5914a526d124d28e6d010c92466da21d4a04cd5413362552,cellpose_cpsam,Cellpose-SAM,poisson_noise,0.8085,0.875,-0.0665,-0.0822,0.95,1.0,-0.05,0.7037,0.7778,-0.0741,7,6,-1,27,21,0,6
stage1_train_clean20_subset,00071198d059ba7f5914a526d124d28e6d010c92466da21d4a04cd5413362552,cellpose_cpsam,Cellpose-SAM,gaussian_blur,0.8085,0.8085,0.0,0.0,0.95,0.95,0.0,0.7037,0.7037,0.0,7,7,0,27,20,1,8
stage1_train_clean20_subset,00071198d059ba7f5914a526d124d28e6d010c92466da21d4a04cd5413362552,cellpose_cpsam,Cellpose-SAM,downsample_upsample,0.8085,0.8085,0.0,0.0,0.95,0.95,0.0,0.7037,0.7037,0.0,7,7,0,27,20,1,8
stage1_train_clean20_subset,00071198d059ba7f5914a526d124d28e6d010c92466da21d4a04cd5413362552,cellpose_cpsam,Cellpose-SAM,intensity_scale,0.8085,0.8511,-0.0426,-0.0526,0.95,1.0,-0.05,0.7037,0.7407,-0.037,7,7,0,27,20,0,7
stage1_train_clean20_subset,00071198d059ba7f5914a526d124d28e6d010c92466da21d4a04cd5413362552,cellpose_cpsam,Cellpose-SAM,contrast_inversion,0.8085,0.8261,-0.0176,-0.0217,0.95,1.0,-0.05,0.7037,0.7037,0.0,7,8,1,27,19,0,8
stage1_train_clean20_subset,0c6507d493bf79b2ba248c5cca3d14df8b67328b89efa5f4a32f97a06a88c92c,cellpose_cpsam,Cellpose-SAM,clean,0.9434,0.9434,0.0,0.0,1.0,1.0,0.0,0.8929,0.8929,0.0,3,3,0,28,25,0,3
stage1_train_clean20_subset,0c6507d493bf79b2ba248c5cca3d14df8b67328b89efa5f4a32f97a06a88c92c,cellpose_cpsam,Cellpose-SAM,gaussian_noise,0.9434,0.9434,0.0,0.0,1.0,1.0,0.0,0.8929,0.8929,0.0,3,3,0,28,25,0,3
stage1_train_clean20_subset,0c6507d493bf79b2ba248c5cca3d14df8b67328b89efa5f4a32f97a06a88c92c,cellpose_cpsam,Cellpose-SAM,poisson_noise,0.9434,0.9434,0.0,0.0,1.0,1.0,0.0,0.8929,0.8929,0.0,3,3,0,28,25,0,3
stage1_train_clean20_subset,0c6507d493bf79b2ba248c5cca3d14df8b67328b89efa5f4a32f97a06a88c92c,cellpose_cpsam,Cellpose-SAM,gaussian_blur,0.9434,0.9434,0.0,0.0,1.0,1.0,0.0,0.8929,0.8929,0.0,3,3,0,28,25,0,3
stage1_train_clean20_subset,0c6507d493bf79b2ba248c5cca3d14df8b67328b89efa5f4a32f97a06a88c92c,cellpose_cpsam,Cellpose-SAM,downsample_upsample,0.9434,0.9434,0.0,0.0,1.0,1.0,0.0,0.8929,0.8929,0.0,3,3,0,28,25,0,3
stage1_train_clean20_subset,0c6507d493bf79b2ba248c5cca3d14df8b67328b89efa5f4a32f97a06a88c92c,cellpose_cpsam,Cellpose-SAM,intensity_scale,0.9434,0.9434,0.0,0.0,1.0,1.0,0.0,0.8929,0.8929,0.0,3,3,0,28,25,0,3
stage1_train_clean20_subset,0c6507d493bf79b2ba248c5cca3d14df8b67328b89efa5f4a32f97a06a88c92c,cellpose_cpsam,Cellpose-SAM,contrast_inversion,0.9434,0.9434,0.0,0.0,1.0,1.0,0.0,0.8929,0.8929,0.0,3,3,0,28,25,0,3
stage1_train_clean20_subset,1b518cd2ea84a389c267662840f3d902d0129fab27696215db2488de6d4316c5,cellpose_cpsam,Cellpose-SAM,clean,0.9367,0.9367,0.0,0.0,0.9024,0.9024,0.0,0.9737,0.9737,0.0,6,6,0,76,82,8,2
stage1_train_clean20_subset,1b518cd2ea84a389c267662840f3d902d0129fab27696215db2488de6d4316c5,cellpose_cpsam,Cellpose-SAM,gaussian_noise,0.9367,0.9281,0.0086,0.0092,0.9024,0.9221,-0.0196,0.9737,0.9342,0.0395,6,1,-5,76,77,6,5
stage1_train_clean20_subset,1b518cd2ea84a389c267662840f3d902d0129fab27696215db2488de6d4316c5,cellpose_cpsam,Cellpose-SAM,poisson_noise,0.9367,0.9868,-0.0501,-0.0535,0.9024,0.9868,-0.0844,0.9737,0.9868,-0.0132,6,0,-6,76,76,1,1
