split,image_id,method,method_label,perturbation,clean_object_f1,object_f1,absolute_object_f1_drop,relative_object_f1_drop,clean_precision,precision,precision_drop,clean_recall,recall,recall_drop,clean_absolute_count_error,absolute_count_error,absolute_count_error_delta,true_instances,pred_instances,false_positives,false_negatives
stage1_train_clean20_subset,4e07a653352b30bb95b60ebc6c57afbc7215716224af731c51ff8d430788cd40,sam2_amg,SAM2 AMG,contrast_inversion,0.0591,0.0,0.0591,1.0,0.0896,0.0,0.0896,0.0441,0.0,0.0441,69,135,66,136,1,1,136
stage1_train_clean20_subset,5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590,sam2_amg,SAM2 AMG,clean,0.9455,0.9455,0.0,0.0,0.9286,0.9286,0.0,0.963,0.963,0.0,1,1,0,27,28,2,1
stage1_train_clean20_subset,5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590,sam2_amg,SAM2 AMG,gaussian_noise,0.9455,0.0,0.9455,1.0,0.9286,0.0,0.9286,0.963,0.0,0.963,1,26,25,27,1,1,27
stage1_train_clean20_subset,5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590,sam2_amg,SAM2 AMG,poisson_noise,0.9455,0.9811,-0.0357,-0.0377,0.9286,1.0,-0.0714,0.963,0.963,0.0,1,1,0,27,26,0,1
stage1_train_clean20_subset,5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590,sam2_amg,SAM2 AMG,gaussian_blur,0.9455,0.0,0.9455,1.0,0.9286,0.0,0.9286,0.963,0.0,0.963,1,26,25,27,1,1,27
stage1_train_clean20_subset,5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590,sam2_amg,SAM2 AMG,downsample_upsample,0.9455,0.0,0.9455,1.0,0.9286,0.0,0.9286,0.963,0.0,0.963,1,26,25,27,1,1,27
stage1_train_clean20_subset,5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590,sam2_amg,SAM2 AMG,intensity_scale,0.9455,0.88,0.0655,0.0692,0.9286,0.9565,-0.028,0.963,0.8148,0.1481,1,4,3,27,23,1,5
stage1_train_clean20_subset,5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590,sam2_amg,SAM2 AMG,contrast_inversion,0.9455,0.0,0.9455,1.0,0.9286,0.0,0.9286,0.963,0.0,0.963,1,26,25,27,1,1,27
stage1_train_clean20_subset,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,sam2_amg,SAM2 AMG,clean,0.8,0.8,0.0,0.0,0.8,0.8,0.0,0.8,0.8,0.0,0,0,0,15,15,3,3
stage1_train_clean20_subset,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,sam2_amg,SAM2 AMG,gaussian_noise,0.8,0.0,0.8,1.0,0.8,0.0,0.8,0.8,0.0,0.8,0,14,14,15,1,1,15
stage1_train_clean20_subset,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,sam2_amg,SAM2 AMG,poisson_noise,0.8,0.0952,0.7048,0.881,0.8,0.1667,0.6333,0.8,0.0667,0.7333,0,9,9,15,6,5,14
stage1_train_clean20_subset,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,sam2_amg,SAM2 AMG,gaussian_blur,0.8,0.0,0.8,1.0,0.8,0.0,0.8,0.8,0.0,0.8,0,14,14,15,1,1,15
stage1_train_clean20_subset,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,sam2_amg,SAM2 AMG,downsample_upsample,0.8,0.0,0.8,1.0,0.8,0.0,0.8,0.8,0.0,0.8,0,14,14,15,1,1,15
stage1_train_clean20_subset,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,sam2_amg,SAM2 AMG,intensity_scale,0.8,0.24,0.56,0.7,0.8,0.3,0.5,0.8,0.2,0.6,0,5,5,15,10,7,12
stage1_train_clean20_subset,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,sam2_amg,SAM2 AMG,contrast_inversion,0.8,0.0,0.8,1.0,0.8,0.0,0.8,0.8,0.0,0.8,0,14,14,15,1,1,15
stage1_train_clean20_subset,76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,sam2_amg,SAM2 AMG,clean,0.2373,0.2373,0.0,0.0,0.2917,0.2917,0.0,0.2,0.2,0.0,11,11,0,35,24,17,28
stage1_train_clean20_subset,76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,sam2_amg,SAM2 AMG,gaussian_noise,0.2373,0.0,0.2373,1.0,0.2917,0.0,0.2917,0.2,0.0,0.2,11,34,23,35,1,1,35
stage1_train_clean20_subset,76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,sam2_amg,SAM2 AMG,poisson_noise,0.2373,0.1176,0.1196,0.5042,0.2917,0.1875,0.1042,0.2,0.0857,0.1143,11,19,8,35,16,13,32
stage1_train_clean20_subset,76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,sam2_amg,SAM2 AMG,gaussian_blur,0.2373,0.0,0.2373,1.0,0.2917,0.0,0.2917,0.2,0.0,0.2,11,34,23,35,1,1,35
stage1_train_clean20_subset,76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,sam2_amg,SAM2 AMG,downsample_upsample,0.2373,0.0,0.2373,1.0,0.2917,0.0,0.2917,0.2,0.0,0.2,11,34,23,35,1,1,35
stage1_train_clean20_subset,76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,sam2_amg,SAM2 AMG,intensity_scale,0.2373,0.0513,0.186,0.7839,0.2917,0.25,0.0417,0.2,0.0286,0.1714,11,31,20,35,4,3,34
stage1_train_clean20_subset,76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,sam2_amg,SAM2 AMG,contrast_inversion,0.2373,0.0,0.2373,1.0,0.2917,0.0,0.2917,0.2,0.0,0.2,11,34,23,35,1,1,35
stage1_train_clean20_subset,853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,sam2_amg,SAM2 AMG,clean,0.2857,0.2857,0.0,0.0,0.4,0.4,0.0,0.2222,0.2222,0.0,8,8,0,18,10,6,14
stage1_train_clean20_subset,853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,sam2_amg,SAM2 AMG,gaussian_noise,0.2857,0.0,0.2857,1.0,0.4,0.0,0.4,0.2222,0.0,0.2222,8,17,9,18,1,1,18
stage1_train_clean20_subset,853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,sam2_amg,SAM2 AMG,poisson_noise,0.2857,0.6429,-0.3571,-1.25,0.4,0.9,-0.5,0.2222,0.5,-0.2778,8,8,0,18,10,1,9
stage1_train_clean20_subset,853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,sam2_amg,SAM2 AMG,gaussian_blur,0.2857,0.0,0.2857,1.0,0.4,0.0,0.4,0.2222,0.0,0.2222,8,17,9,18,1,1,18
stage1_train_clean20_subset,853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,sam2_amg,SAM2 AMG,downsample_upsample,0.2857,0.0,0.2857,1.0,0.4,0.0,0.4,0.2222,0.0,0.2222,8,17,9,18,1,1,18
stage1_train_clean20_subset,853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,sam2_amg,SAM2 AMG,intensity_scale,0.2857,0.0,0.2857,1.0,0.4,0.0,0.4,0.2222,0.0,0.2222,8,14,6,18,4,4,18
stage1_train_clean20_subset,853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,sam2_amg,SAM2 AMG,contrast_inversion,0.2857,0.0,0.2857,1.0,0.4,0.0,0.4,0.2222,0.0,0.2222,8,17,9,18,1,1,18
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,sam2_amg,SAM2 AMG,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50,50,0,51,1,1,51
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,sam2_amg,SAM2 AMG,gaussian_noise,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50,50,0,51,1,1,51
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,sam2_amg,SAM2 AMG,poisson_noise,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50,50,0,51,1,1,51
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,sam2_amg,SAM2 AMG,gaussian_blur,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50,50,0,51,1,1,51
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,sam2_amg,SAM2 AMG,downsample_upsample,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50,50,0,51,1,1,51
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,sam2_amg,SAM2 AMG,intensity_scale,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50,50,0,51,1,1,51
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,sam2_amg,SAM2 AMG,contrast_inversion,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50,50,0,51,1,1,51
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,sam2_amg,SAM2 AMG,clean,0.8214,0.8214,0.0,0.0,0.7667,0.7667,0.0,0.8846,0.8846,0.0,4,4,0,26,30,7,3
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,sam2_amg,SAM2 AMG,gaussian_noise,0.8214,0.0,0.8214,1.0,0.7667,0.0,0.7667,0.8846,0.0,0.8846,4,25,21,26,1,1,26
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,sam2_amg,SAM2 AMG,poisson_noise,0.8214,0.88,-0.0586,-0.0713,0.7667,0.9167,-0.15,0.8846,0.8462,0.0385,4,2,-2,26,24,2,4
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,sam2_amg,SAM2 AMG,gaussian_blur,0.8214,0.0,0.8214,1.0,0.7667,0.0,0.7667,0.8846,0.0,0.8846,4,25,21,26,1,1,26
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,sam2_amg,SAM2 AMG,downsample_upsample,0.8214,0.0,0.8214,1.0,0.7667,0.0,0.7667,0.8846,0.0,0.8846,4,25,21,26,1,1,26
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,sam2_amg,SAM2 AMG,intensity_scale,0.8214,0.0,0.8214,1.0,0.7667,0.0,0.7667,0.8846,0.0,0.8846,4,25,21,26,1,1,26
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,sam2_amg,SAM2 AMG,contrast_inversion,0.8214,0.0,0.8214,1.0,0.7667,0.0,0.7667,0.8846,0.0,0.8846,4,25,21,26,1,1,26
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,sam2_amg,SAM2 AMG,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,76,76,0,84,8,8,84
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,sam2_amg,SAM2 AMG,gaussian_noise,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,76,83,7,84,1,1,84
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,sam2_amg,SAM2 AMG,poisson_noise,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,76,78,2,84,6,6,84
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,sam2_amg,SAM2 AMG,gaussian_blur,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,76,83,7,84,1,1,84
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,sam2_amg,SAM2 AMG,downsample_upsample,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,76,83,7,84,1,1,84
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,sam2_amg,SAM2 AMG,intensity_scale,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,76,77,1,84,7,7,84
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,sam2_amg,SAM2 AMG,contrast_inversion,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,76,83,7,84,1,1,84
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,sam2_amg,SAM2 AMG,clean,0.5556,0.5556,0.0,0.0,0.5556,0.5556,0.0,0.5556,0.5556,0.0,0,0,0,9,9,4,4
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,sam2_amg,SAM2 AMG,gaussian_noise,0.5556,0.0,0.5556,1.0,0.5556,0.0,0.5556,0.5556,0.0,0.5556,0,8,8,9,1,1,9
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,sam2_amg,SAM2 AMG,poisson_noise,0.5556,0.0,0.5556,1.0,0.5556,0.0,0.5556,0.5556,0.0,0.5556,0,2,2,9,7,7,9
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,sam2_amg,SAM2 AMG,gaussian_blur,0.5556,0.0,0.5556,1.0,0.5556,0.0,0.5556,0.5556,0.0,0.5556,0,8,8,9,1,1,9
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,sam2_amg,SAM2 AMG,downsample_upsample,0.5556,0.0,0.5556,1.0,0.5556,0.0,0.5556,0.5556,0.0,0.5556,0,8,8,9,1,1,9
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,sam2_amg,SAM2 AMG,intensity_scale,0.5556,0.5882,-0.0327,-0.0588,0.5556,0.625,-0.0694,0.5556,0.5556,0.0,0,1,1,9,8,3,4
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,sam2_amg,SAM2 AMG,contrast_inversion,0.5556,0.0,0.5556,1.0,0.5556,0.0,0.5556,0.5556,0.0,0.5556,0,8,8,9,1,1,9
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,sam2_amg,SAM2 AMG,clean,0.4815,0.4815,0.0,0.0,0.5909,0.5909,0.0,0.4062,0.4062,0.0,10,10,0,32,22,9,19
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,sam2_amg,SAM2 AMG,gaussian_noise,0.4815,0.0,0.4815,1.0,0.5909,0.0,0.5909,0.4062,0.0,0.4062,10,31,21,32,1,1,32
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,sam2_amg,SAM2 AMG,poisson_noise,0.4815,0.0769,0.4046,0.8402,0.5909,0.1,0.4909,0.4062,0.0625,0.3438,10,12,2,32,20,18,30
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,sam2_amg,SAM2 AMG,gaussian_blur,0.4815,0.0,0.4815,1.0,0.5909,0.0,0.5909,0.4062,0.0,0.4062,10,31,21,32,1,1,32
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,sam2_amg,SAM2 AMG,downsample_upsample,0.4815,0.0,0.4815,1.0,0.5909,0.0,0.5909,0.4062,0.0,0.4062,10,31,21,32,1,1,32
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,sam2_amg,SAM2 AMG,intensity_scale,0.4815,0.3019,0.1796,0.373,0.5909,0.381,0.21,0.4062,0.25,0.1562,10,11,1,32,21,13,24
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,sam2_amg,SAM2 AMG,contrast_inversion,0.4815,0.0,0.4815,1.0,0.5909,0.0,0.5909,0.4062,0.0,0.4062,10,31,21,32,1,1,32
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,sam2_amg,SAM2 AMG,clean,0.5143,0.5143,0.0,0.0,0.6923,0.6923,0.0,0.4091,0.4091,0.0,9,9,0,22,13,4,13
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,sam2_amg,SAM2 AMG,gaussian_noise,0.5143,0.0,0.5143,1.0,0.6923,0.0,0.6923,0.4091,0.0,0.4091,9,21,12,22,1,1,22
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,sam2_amg,SAM2 AMG,poisson_noise,0.5143,0.8095,-0.2952,-0.5741,0.6923,0.85,-0.1577,0.4091,0.7727,-0.3636,9,2,-7,22,20,3,5
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,sam2_amg,SAM2 AMG,gaussian_blur,0.5143,0.0,0.5143,1.0,0.6923,0.0,0.6923,0.4091,0.0,0.4091,9,21,12,22,1,1,22
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,sam2_amg,SAM2 AMG,downsample_upsample,0.5143,0.0,0.5143,1.0,0.6923,0.0,0.6923,0.4091,0.0,0.4091,9,21,12,22,1,1,22
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,sam2_amg,SAM2 AMG,intensity_scale,0.5143,0.0,0.5143,1.0,0.6923,0.0,0.6923,0.4091,0.0,0.4091,9,16,7,22,6,6,22
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,sam2_amg,SAM2 AMG,contrast_inversion,0.5143,0.0,0.5143,1.0,0.6923,0.0,0.6923,0.4091,0.0,0.4091,9,21,12,22,1,1,22
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,sam2_amg,SAM2 AMG,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,115,115,0,130,15,15,130
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,sam2_amg,SAM2 AMG,gaussian_noise,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,115,129,14,130,1,1,130
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,sam2_amg,SAM2 AMG,poisson_noise,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,115,124,9,130,6,6,130
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,sam2_amg,SAM2 AMG,gaussian_blur,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,115,129,14,130,1,1,130
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,sam2_amg,SAM2 AMG,downsample_upsample,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,115,129,14,130,1,1,130
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,sam2_amg,SAM2 AMG,intensity_scale,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,115,129,14,130,1,1,130
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,sam2_amg,SAM2 AMG,contrast_inversion,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,115,129,14,130,1,1,130
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,sam2_amg,SAM2 AMG,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,197,197,0,199,2,2,199
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,sam2_amg,SAM2 AMG,gaussian_noise,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,197,198,1,199,1,1,199
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,sam2_amg,SAM2 AMG,poisson_noise,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,197,197,0,199,2,2,199
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,sam2_amg,SAM2 AMG,gaussian_blur,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,197,198,1,199,1,1,199
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,sam2_amg,SAM2 AMG,downsample_upsample,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,197,198,1,199,1,1,199
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,sam2_amg,SAM2 AMG,intensity_scale,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,197,197,0,199,2,2,199
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,sam2_amg,SAM2 AMG,contrast_inversion,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,197,197,0,199,2,2,199
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,sam2_amg,SAM2 AMG,clean,0.902,0.902,0.0,0.0,0.8519,0.8519,0.0,0.9583,0.9583,0.0,3,3,0,24,27,4,1
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,sam2_amg,SAM2 AMG,gaussian_noise,0.902,0.0,0.902,1.0,0.8519,0.0,0.8519,0.9583,0.0,0.9583,3,23,20,24,1,1,24
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,sam2_amg,SAM2 AMG,poisson_noise,0.902,0.9583,-0.0564,-0.0625,0.8519,0.9583,-0.1065,0.9583,0.9583,0.0,3,0,-3,24,24,1,1
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,sam2_amg,SAM2 AMG,gaussian_blur,0.902,0.0,0.902,1.0,0.8519,0.0,0.8519,0.9583,0.0,0.9583,3,23,20,24,1,1,24
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,sam2_amg,SAM2 AMG,downsample_upsample,0.902,0.0,0.902,1.0,0.8519,0.0,0.8519,0.9583,0.0,0.9583,3,23,20,24,1,1,24
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,sam2_amg,SAM2 AMG,intensity_scale,0.902,0.0,0.902,1.0,0.8519,0.0,0.8519,0.9583,0.0,0.9583,3,22,19,24,2,2,24
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,sam2_amg,SAM2 AMG,contrast_inversion,0.902,0.0,0.902,1.0,0.8519,0.0,0.8519,0.9583,0.0,0.9583,3,23,20,24,1,1,24
